,shadow_prices
tym_e,-0.06086956521739095
3haACP_c,-1.4999999999999991
3ooctACP_c,-5.560869565217383
pser__L_e,-6.80869565217391
3ocmrs7eACP_c,-0.3913043478260867
so2_c,0.008695652173913299
1odecg3p_c,-0.26086956521739146
poaac_c,0.20869565217391298
2agpe120_p,-1.217391304347824
cdpdhdecg_c,-0.0
5mtr_e,-0.06086956521739095
hdcea_p,-0.0
2agpg160_p,-3.7565217391304313
2agpe180_c,-2.0434782608695623
2agpg161_p,-1.4442687747035572
moco_c,-5.395652173913036
1tdec7eg3p_p,-1.1652173913043464
3hpp_c,-1.3217391304347816
2ddg6p_c,-2.3217391304347808
mincyc_e,0.008695652173913299
1agpg140_p,4.226086956521736
arab__L_c,-0.02608695652173961
sufbcd_4fe4s_c,0.034782608695652
dhcur_c,-0.0
ade_c,-0.48695652173912807
rml_c,0.008695652173911855
rfamp_e,1.6260869565217382
acg5p_c,-1.5652173913043443
rfamp_p,-1.68695652173913
4pasp_c,-0.0
glu5p_c,0.008695652173913299
h2o_e,-1.2173913043478255
ch4_c,-0.8782608695652165
23dhdp_c,-0.008695652173913299
3mop_c,0.3913043478260857
3htdcoa_c,2.934782608695649
dgtp_c,-2.652173913043475
rib__D_e,0.008695652173913299
fad_c,-6.039130434782599
uri_e,-7.86086956521738
4ahmmp_c,4.113043478260864
trp__L_e,-0.4260869565217388
dpcoa_c,-1.5826086956521728
2ommbl_c,-1.5130434782608668
23ddhb_c,-0.07826086956521737
din_e,1.4521739130434774
36dahx_c,-0.0
melib_c,-2.7739130434782595
udcpp_c,-0.8521739130434778
dcamp_c,-1.1652173913043464
kdo2lipid4_c,-0.339130434782609
galct__D_e,-1.0086956521739128
udpglcur_c,-2.478260869565214
4h2opntn_c,4.799999999999996
btnso_c,-0.2608695652173916
myrsACP_c,0.008695652173913299
selnp_c,-3.0347826086956493
camp_c,0.052173913043477654
dtbt_c,-0.5391304347826084
galur_e,-1.6869565217391291
gmhep17bp_c,-0.0
ACP_c,-0.2956521739130429
met__D_p,-7.86086956521738
palmACP_c,-7.547826086956512
alltn_p,-0.9304347826086947
dad_2_p,-1.2521739130434781
suc6p_c,-1.5826086956521728
etha_p,5.501932687896969e-17
dgmp_p,0.04347826086956341
23dappa_p,-13.652173913043473
g3pi_p,0.01739130434782682
23camp_e,0.0
uLa4n_p,-4.078260869565214
cu_c,0.1304347826086954
cpgn_un_p,0.0
ps141_c,-1.0782608695652167
pgp141_p,4.1434782608695615
pgp180_p,-0.07826086956521737
psclys_p,-0.0
4abzglu_c,-5.0086956521739046
dhps_e,-0.5826086956521732
erthrs_c,-0.5913043478260861
succoa_c,-1.7130434782608672
xyl__D_c,-0.008695652173913299
sucsal_c,-2.3217391304347825
alltn_c,2.0260869565217394
3hdcoa_c,-0.5399209486165991
mnl_e,1.4260869565217378
for_e,-1.6521739130434756
kdolipid4_c,0.0
seramp_c,-1.08695652173913
ade_p,-0.04347826086956513
sbt__D_p,-0.8347826086956525
12ppd__S_p,0.02608695652173973
dca_p,-14.33913043478259
fe3dcit_p,-1.0695652173913035
h2o2_e,-0.05217391304347827
23cump_e,-1.1826086956521726
eca2und_p,-0.04347826086956452
cl_p,-1.0782608695652167
murein4p3p_p,-4.121739130434779
12dgr160_p,0.0
1agpg120_p,-0.03478260869565197
tungs_e,0.008695652173913299
5fthf_c,1.3877787807814457e-17
arbtn_fe3_c,-0.0
hbcoa__3R_c,-6.039130434782599
phb_c,-0.8173913043478256
phleth_e,-10.46086956521738
phleth_p,-1.6173913043478254
phleth_c,-8.965217391304337
phloxi__s2_c,-0.0
